categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
"Busca: ""microjobs""",10,Jobicy: Remote Jobs & Salaries,com.wrils.jobs,Jobicy,app_support@jobicy.com,https://jobicy.com,Negócios,,,,10.000+,10000,26015,1,0,BRL,1,0,,Classificação Livre,16 de dez. de 2020,,Varies with device,,"Hire remote talent or be hired for any job, anywhere!",https://play.google.com/store/apps/details?id=com.wrils.jobs&hl=pt&gl=br,100,0,61,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",1,Microjobsbd-Earn Money Online,com.microjobs.bd,Microjobs Bangladesh,support@microjobsbd.com,https://microjobsbd.com,Negócios,,,,10.000+,10000,30704,1,0,BRL,1,0,,Classificação Livre,20 de abr. de 2026,,Varies with device,,Microjobsbd é uma plataforma que conecta freelancers a diversas microtarefas.,https://play.google.com/store/apps/details?id=com.microjobs.bd&hl=pt&gl=br,100,0,61,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",36,Microworkers Job App Workflow,com.mikrowork.appjobflowwork,DIGISTRA,digistraapps@gmail.com,https://digistraali.blogspot.com,Produtividade,,,,1.000+,1000,4190,1,0,BRL,1,0,,Classificação Livre,19 de jan. de 2026,,Varies with device,,O aplicativo Microworkers Job App Workflow é um aplicativo educacional simples para aprendizado.,https://play.google.com/store/apps/details?id=com.mikrowork.appjobflowwork&hl=pt&gl=br,100,24,57,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",30,Vagas de Emprego: Catho,br.com.catho.app.vagas.empregos,Catho,mobile@catho.com,http://www.catho.com.br,Negócios,4.82108,242677,32689,5.000.000+,5000000,9997787,1,0,BRL,0,1,"R$ 4,99 – R$ 179,70 por item",Classificação Livre,29 de ago. de 2018,1784920064,2.59.5-20260724_1600,,Encontre vagas de emprego em todo o Brasil e envie o seu currículo grátis.,https://play.google.com/store/apps/details?id=br.com.catho.app.vagas.empregos&hl=pt&gl=br,19,65,57,crescendo,,,,,,,,,,,,,
"Busca: ""microjobs""",28,Remote Jobs From Home Ideas,com.lifeboost.remotejobsideas,LifeBoost Apps,mesbahudden@gmail.com,https://healthyeasyrecipesapps.blogspot.com/,Finanças,,,,1.000+,1000,1182,1,0,BRL,1,0,,Classificação Livre,31 de mar. de 2026,,Varies with device,,"Mais de 800 ideias para trabalhar em casa, trabalho remoto, empregos online e acompanhamento de renda.",https://play.google.com/store/apps/details?id=com.lifeboost.remotejobsideas&hl=pt&gl=br,100,24,57,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",26,DailyJobs.ai: Buscar Emprego,ai.dailyjobs.app,Decibel Studios,me@dailyjobs.ai,https://dailyjobs.ai,Negócios,,,,10.000+,10000,17032,1,0,BRL,1,1,"R$ 29,99 – R$ 50,99 por item",Classificação 14 anos,20 de abr. de 2026,1779910713,21.0.0,,Encontre empregos perto de você. Milhares de vagas atualizadas.,https://play.google.com/store/apps/details?id=ai.dailyjobs.app&hl=pt&gl=br,100,26,57,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",8,TaskFavour - AI Job Search,com.taskfavour.jobsearch,TaskFavour,info@taskfavour.com,https://www.taskfavour.com,Negócios,,,,1.000+,1000,3589,1,0,BRL,0,1,"R$ 15,99 – R$ 93,99 por item",Classificação Livre,30 de mar. de 2026,,Varies with device,,Encontre empregos com IA. Receba alertas instantâneos de vagas relevantes para o seu perfil.,https://play.google.com/store/apps/details?id=com.taskfavour.jobsearch&hl=pt&gl=br,100,24,57,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",24,Easy Jobs Go: Find Remote Jobs,easyjobs.go,Goldright,easyjobgo@outlook.com,https://dev1809148.topdeveloper.info,Negócios,,,,1.000+,1000,2495,1,0,BRL,1,0,,Classificação Livre,9 de set. de 2025,,Varies with device,,"Encontre vagas remotas, trabalho em casa e empregos online com contratação imediata.",https://play.google.com/store/apps/details?id=easyjobs.go&hl=pt&gl=br,100,0,51,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",23,Moxie | Built for freelancers,com.hecticapp.mobile,Hectic App,hello@withmoxie.com,https://www.withmoxie.com,Negócios,,,,5.000+,5000,9381,1,0,BRL,0,1,"R$ 58,99 – R$ 98,99 por item",Classificação Livre,23 de mai. de 2021,1743348688,1.91,,Propostas para receber pagamentos mais rapidamente - administre todo o seu negócio a partir do seu telefone.,https://play.google.com/store/apps/details?id=com.hecticapp.mobile&hl=pt&gl=br,100,0,51,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",15,monday.com,com.monday.monday,monday.com,mobilesupport@monday.com,http://www.monday.com,Produtividade,4.82643,44946,873,1.000.000+,1000000,4995828,1,0,BRL,0,0,,Classificação Livre,23 de out. de 2017,1785145655,5.62.1,,"Organize, planeje e colabore: Gerencie facilmente o trabalho em equipe",https://play.google.com/store/apps/details?id=com.monday.monday&hl=pt&gl=br,69,65,51,crescendo,,,,,,,,,,,,,
"Busca: ""microjobs""",14,Jobsy: Tech & Remote Jobs,com.techhire.mobile,Hiren Paghadal,contact@hirenpaghadal.in,https://hirenpaghadal.in/,Negócios,,,,500+,500,606,1,0,BRL,1,1,"R$ 2,59 – R$ 4,99 por item",Classificação Livre,8 de abr. de 2026,,Varies with device,,"Encontre vagas de emprego em Software, nos EUA e para trabalho remoto. Contratação de desenvolvedores e profissionais de TI.",https://play.google.com/store/apps/details?id=com.techhire.mobile&hl=pt&gl=br,100,0,51,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",31,Wily - Renda Extra,com.wilyapp,We Are Wil,contato@wearewil.com,https://wily.com.br/,Mapas e navegação,2.772277,528,387,100.000+,100000,144484,1,0,BRL,0,0,,Classificação Livre,8 de mar. de 2023,1783538797,2.0.63,,Garanta uma renda extra tirando fotos com o seu celular,https://play.google.com/store/apps/details?id=com.wilyapp&hl=pt&gl=br,100,30,50,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",19,Yulys Job Search,com.yulys.jobsearch,Tambena,tambena.apps@tambena.com,https://www.yulys.com,Negócios,,,,50.000+,50000,52289,1,0,BRL,0,0,,Classificação Livre,13 de nov. de 2023,1784099975,1.0.82,,"Encontre um emprego que você goste, inscreva-se em segundos e seja contratado rapidamente",https://play.google.com/store/apps/details?id=com.yulys.jobsearch&hl=pt&gl=br,100,30,50,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",43,Unjob.ai - Book Freelancers,com.unjob.app,FREEFLOW-TECHNOLOGIES PRIVATE LIMITED,care@unjob.ai,https://unjob.ai/,Negócios,,,,50.000+,50000,79973,1,0,BRL,0,0,,Classificação 12 anos,5 de nov. de 2025,,Varies with device,,"Contrate freelancers instantaneamente, publique requisitos de trabalho personalizados e navegue por mais de 100 mil ideias.",https://play.google.com/store/apps/details?id=com.unjob.app&hl=pt&gl=br,100,24,49,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",25,TERAWORK: Hire Freelancers,com.terawork.mobile,TERAWORK,abiodunadeyinka@terawork.com,https://www.terawork.com,Negócios,,,,50.000+,50000,61992,1,0,BRL,0,0,,Classificação 12 anos,4 de mar. de 2022,1779312195,3.0.2,,Encontre profissionais de confiança. Contrate com segurança. Consiga trabalhos de qualidade na TERAWORK.,https://play.google.com/store/apps/details?id=com.terawork.mobile&hl=pt&gl=br,100,25,49,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",17,Jobbers: Jobbing and Freelance,com.jobbers.jobbersma,Jobbersma,contact@jobbers.io,https://www.jobbers.io,Negócios,,,,10.000+,10000,35930,1,0,BRL,0,0,,Classificação 12 anos,2 de jun. de 2022,1778505684,4.1.3,,"Encontre serviços, profissionais e freelancers sem comissões",https://play.google.com/store/apps/details?id=com.jobbers.jobbersma&hl=pt&gl=br,100,24,49,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",3,BeMyEye - Ganhar dinheiro,com.bemyeye.app,BeMyEye - Earn Money,support@bemyeye.com,https://www.bemyeye.com,Estilo de vida,4.56,43364,96,1.000.000+,1000000,4356638,1,0,BRL,0,0,,Classificação Livre,3 de jan. de 2024,1783675535,8.26.0,,"Ganhar dinheiro com missões em lojas (fotos, inquéritos, cliente mistério)",https://play.google.com/store/apps/details?id=com.bemyeye.app&hl=pt&gl=br,69,58,49,normal,,,,,,,,,,,,,
"Busca: ""microjobs""",29,My Manpower - Vagas de Emprego,com.mpg.mymanpower,Manpower Mobile,app.support@manpowergroup.com,http://manpower.es/,Negócios,,,,500.000+,500000,796500,1,0,BRL,0,0,,Classificação Livre,9 de out. de 2025,1782459528,7.4.0,,Encontre vagas de emprego!,https://play.google.com/store/apps/details?id=com.mpg.mymanpower&hl=pt&gl=br,92,28,48,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",39,99Freelas - Freelancers,br.com.nineninefreelas,99Freelas,suporte@99freelas.com.br,http://www.99freelas.com.br,Negócios,2.55,947,573,500.000+,500000,618846,1,0,BRL,0,0,,Classificação Livre,13 de mai. de 2018,1776176587,2.2.26,,Projetos e trabalhos para freelancers,https://play.google.com/store/apps/details?id=br.com.nineninefreelas&hl=pt&gl=br,92,24,47,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",50,methinks - money for thoughts,io.methinks.android,methinks Technologies Inc,support@methinks.io,https://www.methinks.io,Estilo de vida,3.1724138,2329,15,100.000+,100000,359249,1,0,BRL,0,0,,Classificação Livre,14 de set. de 2019,1761520258,3.0.3,,A sua opinião é valiosa! Compartilhá-lo e ganhar dinheiro no seu tempo livre.,https://play.google.com/store/apps/details?id=io.methinks.android&hl=pt&gl=br,100,11,45,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",45,Smart Earn: Earn Money Job,com.smartearn.platform,Exodus Software,widenout.social@gmail.com,,Negócios,,,,50.000+,50000,71583,1,0,BRL,0,0,,Classificação Livre,9 de fev. de 2026,,Varies with device,,Smart Earn: Encontre trabalhos online e remotos com facilidade,https://play.google.com/store/apps/details?id=com.smartearn.platform&hl=pt&gl=br,100,0,43,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",38,Findjobs - Find Jobs Easily,com.findjobs.findjobsapp,FindJobs Pte Ltd,it@findjobs.com.sg,https://findjobs.com.sg,Negócios,,,,50.000+,50000,68219,1,0,BRL,0,0,,Classificação Livre,5 de jun. de 2022,,Varies with device,,Encontre empregos facilmente,https://play.google.com/store/apps/details?id=com.findjobs.findjobsapp&hl=pt&gl=br,100,0,43,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",33,Boss Job: Earn Money Job,com.bossjob.platform,BULK BROTHERS WPB LLC,skills.e.learning2@gmail.com,,Negócios,,,,10.000+,10000,45934,1,0,BRL,0,0,,Classificação Livre,9 de dez. de 2025,,Varies with device,,"Boss Job: Encontre trabalhos de meio período, online e remotos com facilidade",https://play.google.com/store/apps/details?id=com.bossjob.platform&hl=pt&gl=br,100,0,43,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",32,Quick Earn: Online Job Earn,com.quickearn.works,sozacare,sozacarebd@gmail.com,,Ferramentas,,,,100.000+,100000,211181,1,0,BRL,0,0,,Classificação Livre,1 de set. de 2025,,Varies with device,,Ganhe rápido: encontre empregos e ganhe rápido,https://play.google.com/store/apps/details?id=com.quickearn.works&hl=pt&gl=br,100,0,43,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",5,JobNow – Empregos Paralelos,com.bitlabs.jobbit,WHIPPEDCODEV,official@jobbit.vip,,Estilo de vida,,,,100.000+,100000,234551,1,0,BRL,0,0,,Classificação Livre,19 de set. de 2025,,Varies with device,,Trabalhos remotos e flexíveis. Encontre trabalho e seja contratado rapidamente,https://play.google.com/store/apps/details?id=com.bitlabs.jobbit&hl=pt&gl=br,100,0,43,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",44,JobTok：Find part-time Jobs,com.htek.jobtok2.android,Stylish Shayari,myshayariworld1@gmail.com,,Ferramentas,,,,1.000.000+,1000000,1031505,1,0,BRL,0,0,,Classificação Livre,,,Varies with device,,Encontre empregos de meio período rapidamente navegando por vídeos curtos e inscreva-se diretamente no JobTok.,https://play.google.com/store/apps/details?id=com.htek.jobtok2.android&hl=pt&gl=br,98,0,42,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",37,LemonJob: Find part-time Jobs,org.lemonjob.ok.android,Gia Hayes,thgiahaibon@gmail.com,,Ferramentas,,,,1.000.000+,1000000,1346270,1,0,BRL,0,0,,Classificação Livre,,,Varies with device,,LemonJob: descubra oportunidades de trabalho de meio período e trabalhos flexíveis com facilidade.,https://play.google.com/store/apps/details?id=org.lemonjob.ok.android&hl=pt&gl=br,98,0,42,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",49,Truelancer: Freelance Work App,com.truelancer.app,"Trulancer: Job Search App, Freelance Jobs",support@truelancer.com,https://www.truelancer.com,Negócios,3.6164384,20451,33,1.000.000+,1000000,1681098,1,0,BRL,0,0,,Classificação Livre,15 de mar. de 2016,1697428172,2.0.0.22,,Contrate freelancers e encontre empregos freelance. Trabalhe em casa para ganhar dinheiro,https://play.google.com/store/apps/details?id=com.truelancer.app&hl=pt&gl=br,69,17,39,normal,,,,,,,,,,,,,
"Busca: ""microjobs""",7,clickworker,com.clickworker.clickworkerapp,clickworker GmbH,app@clickworker.com,https://www.clickworker.com,Negócios,4.636428,120319,3518,5.000.000+,5000000,7578593,1,0,BRL,0,0,,Classificação Livre,22 de mai. de 2018,1784179740,2.0.19,,"Ganhe dinheiro em movimento – inquéritos, pesquisas, gravações de vídeo e áudio",https://play.google.com/store/apps/details?id=com.clickworker.clickworkerapp&hl=pt&gl=br,19,64,38,normal,,,,,,,,,,,,,
"Busca: ""microjobs""",20,Vagas de emprego - Infojobs,com.infojobs.phone,Infojobs Brasil Ltda,atendimento@infojobs.com.br,http://www.infojobs.com.br,Negócios,4.695556,665681,249656,10.000.000+,10000000,24796435,1,0,BRL,1,1,"R$ 41,99 – R$ 262,80 por item",Classificação Livre,2 de abr. de 2013,1785145382,3.19.2,,"Vagas de emprego home office e presenciais, salários e avaliações de empresa",https://play.google.com/store/apps/details?id=com.infojobs.phone&hl=pt&gl=br,19,65,37,crescendo,,,,,,,,,,,,,
"Busca: ""microjobs""",41,Good Job: Habit Tracker,com.qwert2603.good_job,Alexander V. Zhdanov,qwert2603@mail.ru,,Produtividade,,,,10.000+,10000,19810,1,0,BRL,0,0,,Classificação Livre,10 de mai. de 2019,1723233687,1.32.1,,Rastreador de hábitos fácil de usar para ajudá-lo a alcançar altos resultados,https://play.google.com/store/apps/details?id=com.qwert2603.good_job&hl=pt&gl=br,100,0,33,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",12,Freebyz - Tasks & Remote Jobs,com.mobile.freebyz,Freebyz Technologies,hello@freebyztechnologies.com,https://freebyz.com/,Produtividade,,,,10.000+,10000,10586,1,0,BRL,0,0,,Classificação Livre,22 de abr. de 2026,,Varies with device,,"Plataforma de Talentos e Empregos da África para Vagas, Carreiras e Trabalho Digital",https://play.google.com/store/apps/details?id=com.mobile.freebyz&hl=pt&gl=br,100,0,33,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",2,Workdear: Micro Jobs & Tasks,com.iqbalhossen60483.microjobapp,Johirul Islam Joy,ceo.workdear@gmail.com,https://www.workdear.com,Negócios,,,,500+,500,580,1,0,BRL,0,0,,Classificação Livre,3 de mai. de 2026,,Varies with device,,"Ganhe dinheiro online: complete microtrabalhos, tarefas e pesquisas. Publique seu trabalho e receba seu pagamento.",https://play.google.com/store/apps/details?id=com.iqbalhossen60483.microjobapp&hl=pt&gl=br,100,0,33,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",16,LinkedIn: Perfil Profissional,com.linkedin.android,LinkedIn,team-mobile@linkedin.com,http://www.linkedin.com/,Negócios,4.432034,3479403,87286,1.000.000.000+,1000000000,2389584266,1,0,BRL,1,1,"R$ 20,99 – R$ 4.199,88 por item",Classificação 16 anos,7 de abr. de 2011,1785344299,4.1.1227,,Encontre no LinkedIn dicas de especialistas para impulsionar sua carreira.,https://play.google.com/store/apps/details?id=com.linkedin.android&hl=pt&gl=br,0,39,25,gigante,,,,,,,,,,,,,
"Busca: ""microjobs""",18,Paidwork: Ganhar dinheiro,com.zareklamy,Paidwork,feedback@paidwork.com,https://www.paidwork.com/,Finanças,4.1564517,305451,10660,10.000.000+,10000000,18109561,1,0,BRL,1,0,,Classificação Livre,14 de fev. de 2020,1776642777,21.1.3,,"No telefone, computador ou tablet, seja pago gratuitamente onde você estiver.",https://play.google.com/store/apps/details?id=com.zareklamy&hl=pt&gl=br,19,40,22,normal,,,,,,,,,,,,,
"Busca: ""microjobs""",40,Labora,com.labora.labora.gp,Sands Dev Ltd,cnfoshan@proton.me,https://d1foxt7ezyt0ws.cloudfront.net/,Ferramentas,,,,1.000.000+,1000000,2325648,1,0,BRL,0,0,,Classificação Livre,,,Varies with device,,Labora é um aplicativo de ferramenta!,https://play.google.com/store/apps/details?id=com.labora.labora.gp&hl=pt&gl=br,87,0,21,pequeno/indie,,,,,,,,,,,,,
"Busca: ""microjobs""",34,Premise,com.premise.android.prod,Premise Data Corp.,support@premise.com,http://www.premise.com/,Estilo de vida,4.5336657,237112,4306,10.000.000+,10000000,21555992,1,0,BRL,0,0,,Classificação Livre,17 de abr. de 2018,1785355591,26.11.0.27448867744,,"Ganhe recompensas ao completar tarefas, compartilhar opiniões ou tirar fotos",https://play.google.com/store/apps/details?id=com.premise.android.prod&hl=pt&gl=br,19,59,17,normal,,,,,,,,,,,,,
"Busca: ""microjobs""",42,Upwork,com.upwork.android.apps.main,Upwork Global Inc.,support@upwork.com,https://www.upwork.com,Negócios,4.1710525,223901,480,10.000.000+,10000000,18923012,1,0,BRL,0,0,,Classificação Livre,15 de abr. de 2019,1785434439,2.9.0,,Conectando clientes com freelancers altamente qualificados do mundo todo.,https://play.google.com/store/apps/details?id=com.upwork.android.apps.main&hl=pt&gl=br,19,49,7,normal,,,,,,,,,,,,,
"Busca: ""microjobs""",21,Freelancer: Hire & Find Jobs,com.freelancer.android.messenger,Freelancer.com,support@freelancer.com,https://www.freelancer.com,Negócios,3.7623763,72888,639,10.000.000+,10000000,15534866,1,0,BRL,0,0,,Classificação Livre,3 de abr. de 2014,1785287585,7.3.14,,"Freelancer, maior mercado mundial de freelancers, disponível agora para Android!",https://play.google.com/store/apps/details?id=com.freelancer.android.messenger&hl=pt&gl=br,49,49,4,normal,,,,,,,,,,,,,
"Busca: ""microjobs""",13,Toloka: Earn online,com.yandex.toloka.androidapp,Ai Toloka Inc,tolokercare@toloka.ai,https://toloka.ai,Negócios,3.2693498,338169,6238,10.000.000+,10000000,26693874,1,0,BRL,0,0,,Classificação 14 anos,29 de nov. de 2017,1782454973,3.3.0,,"Faça tarefas curtas, ganhe dinheiro",https://play.google.com/store/apps/details?id=com.yandex.toloka.androidapp&hl=pt&gl=br,19,36,0,normal,,,,,,,,,,,,,
