categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
Jogos de Cassino,10,DoubleU Casino™ - Caça-níqueis,com.doubleugames.DoubleUCasino,DoubleUGames,support@doubleucasino.com,http://doubleucasino.com,Cassino,4.6076555,784298,2963,10.000.000+,10000000,27722362,1,0,BRL,1,1,"R$ 15,99 – R$ 2.499,99 por item",Classificação 18 anos,24 de fev. de 2014,1785116948,8.57.0,,Gire caça-níqueis e ganhe jackpots! Emocionantes jogos de cassino online!,https://play.google.com/store/apps/details?id=com.doubleugames.DoubleUCasino&hl=pt&gl=br,19,65,37,crescendo,3092666,210517.16,751846.99,2443502.73,466145.14,4059973.77,2517183.74,alta,25,3.8,68.0,28.0,"SerpAPI, Firecrawl"
Jogos de Cassino,3,Lotsa Slots: 777 Slots Cassino,com.diamondlife.slots.vegas.free,SpinX Games Limited,LotsaSlots-cs@spinxgames.com,https://spinxgames.com/,Cassino,4.7351394,1298901,10833,10.000.000+,10000000,32483285,1,0,BRL,1,1,"R$ 5,99 – R$ 2.399,99 por item",Classificação 18 anos,22 de out. de 2017,1782805893,4.90,,Gire os 777 Slots e Roleta no jogo de aposta e ganhe Mega Jackpot no cassino!,https://play.google.com/store/apps/details?id=com.diamondlife.slots.vegas.free&hl=pt&gl=br,19,63,36,normal,3040728,189955.36,678412.01,2204839.02,420615.44,3663424.84,2271323.4,alta,25,4.68,92.0,8.0,"SerpAPI, Firecrawl"
Jogos de Cassino,20,Cash Frenzy- 777 Slot&Cassino,slots.pcg.casino.games.free.android,SpinX Games Limited,cashfrenzy-support@spinxgames.com,https://spinxgames.com/,Cassino,4.472081,1137475,3875,10.000.000+,10000000,31346045,1,0,BRL,1,1,"R$ 4,89 – R$ 1.899,99 por item",Classificação 18 anos,12 de jan. de 2019,1785470882,Varies with device,,Faça a aposta e gire o Mega Jackpot em 888 slots e Roleta no Vegas Cassino!,https://play.google.com/store/apps/details?id=slots.pcg.casino.games.free.android&hl=pt&gl=br,19,59,35,normal,3196076,196824.93,702946.19,2284575.13,435826.64,3795909.44,2353463.85,alta,25,4.36,88.0,12.0,"SerpAPI, Firecrawl"
Jogos de Cassino,18,Cash Tornado™ Slots — Cassino,com.topultragame.slotlasvega,Zeroo Gravity Games,gamesupport@zeroogravity.com,http://zeroogravitygames.com/,Cassino,4.5650225,324308,710,10.000.000+,10000000,12800620,1,0,BRL,1,1,"R$ 4,99 – R$ 1.549,99 por item",Classificação 18 anos,10 de mai. de 2019,1785464124,2.2.9,,Coleção de caça-níqueis — Jogue e ganhe jackpots enormes!,https://play.google.com/store/apps/details?id=com.topultragame.slotlasvega&hl=pt&gl=br,19,59,35,normal,1379818,84782.57,302794.89,984083.38,187732.83,1635092.39,1013757.28,alta,25,3.84,68.0,24.0,"SerpAPI, ScrapingBee"
Jogos de Cassino,17,Scatter Slots - Slot Machines,com.murka.scatterslots,Murka Games Limited,support@murka.com,https://murka.com,Cassino,4.5280576,1630397,2625,10.000.000+,10000000,26998228,1,0,BRL,1,1,"R$ 2,49 – R$ 1.999,99 por item",Classificação 12 anos,6 de abr. de 2015,1784906545,5.97.0,,Spin over 350 slots machines. Discover fantasy casino game!,https://play.google.com/store/apps/details?id=com.murka.scatterslots&hl=pt&gl=br,19,59,35,normal,3008401,181431.22,647968.65,2105898.13,401740.57,3499030.74,2169399.06,alta,25,3.48,60.0,40.0,"SerpAPI, ScrapingBee"
Jogos de Cassino,16,Club Vegas - Jogos de Cassino,com.bagelcode.slots1,Bagelcode: Social Casino & Slot Machine Games,apps@bagelcode.com,https://bagelcode.com,Cassino,4.496191,647549,6463,10.000.000+,10000000,21356900,1,0,BRL,1,1,"R$ 5,90 – R$ 20.449,99 por item",Classificação 18 anos,27 de abr. de 2017,1784767571,Varies with device,,Jogue Club Vegas hoje! Desfrute das melhores máquinas caça-níqueis online!,https://play.google.com/store/apps/details?id=com.bagelcode.slots1&hl=pt&gl=br,19,59,35,normal,2141270,155086.58,553880.64,1800112.09,343406.0,2990955.47,1854392.39,alta,25,3.92,68.0,24.0,"SerpAPI, ScrapingBee"
Jogos de Cassino,11,Slots Era - Jackpot Slots Game,com.murka.slotsera,Murka Games Limited,support@murka.com,https://murka.com,Cassino,4.4088235,773601,1203,10.000.000+,10000000,13269524,1,0,BRL,0,1,"R$ 1,99 – R$ 4.599,99 por item",Classificação 18 anos,5 de nov. de 2016,1784021953,2.77.0,,Online Casino Slots From Vegas. History & Nature Casino Games.,https://play.google.com/store/apps/details?id=com.murka.slotsera&hl=pt&gl=br,19,58,35,normal,1302445,76243.24,272297.3,884966.24,168824.33,1470405.44,911651.37,alta,25,4.36,84.0,16.0,"SerpAPI, ScrapingBee"
Jogos de Cassino,22,Jackpot World 777 Slot Cassino,com.grandegames.slots.dafu.casino,SpinX Games Limited,jackpotworld-support@spinxgames.com,https://www.jackpot-world.com/,Cassino,4.088608,843423,2144,10.000.000+,10000000,37461510,1,0,BRL,1,1,"R$ 4,99 – R$ 2.249,99 por item",Classificação 18 anos,11 de mai. de 2018,1785290844,Varies with device,,Ganhe o jackpot! Gire a vegas roleta de MEGA 777 slots cassino de aposta!,https://play.google.com/store/apps/details?id=com.grandegames.slots.dafu.casino&hl=pt&gl=br,19,49,25,normal,3849191,236796.26,845700.94,2748528.05,524334.58,4566785.06,2831406.74,alta,25,4.16,80.0,20.0,"SerpAPI, Firecrawl"
Jogos de Cassino,9,Jackpot Party Casino Slots,com.williamsinteractive.jackpotparty,SciPlay,android@jackpotpartycasino.zendesk.com,https://www.jackpotparty.com,Cassino,4.2102566,1200143,854,10.000.000+,10000000,35815081,1,0,BRL,0,1,"R$ 2,55 – R$ 5.200,00 por item",Classificação 18 anos,3 de jun. de 2013,1784663519,5070.01,,Ganhe o prêmio máximo nos caça-níqueis em Las Vegas! Jogos de cassino on-line,https://play.google.com/store/apps/details?id=com.williamsinteractive.jackpotparty&hl=pt&gl=br,19,49,25,normal,3672889,15780.94,56360.49,183171.58,34943.5,304346.63,188694.91,alta,25,4.0,76.0,20.0,"SerpAPI, Firecrawl"
Jogos de Cassino,25,Caesars Slots: Caca-Niqueis,com.playtika.caesarscasino,Playtika,Customer.Support@caesarsgames.com,https://www.caesarsgames.com,Cassino,4.0687594,716671,2854,10.000.000+,10000000,36383489,1,0,BRL,1,1,"R$ 2,49 – R$ 3.099,99 por item",Classificação 18 anos,26 de ago. de 2013,1784556329,5.82.1,,"Jogue Caesars Slots, um jogo de caça-níqueis com a experiência de Las Vegas",https://play.google.com/store/apps/details?id=com.playtika.caesarscasino&hl=pt&gl=br,19,48,24,normal,3733718,226277.07,808132.39,2626430.25,501042.08,4363914.88,2705627.23,alta,25,3.52,60.0,36.0,"SerpAPI, Firecrawl"
Jogos de Cassino,7,DoubleDown Casino Vegas Slots,com.ddi,DoubleDown Interactive LLC,support@doubledowncasino.com,https://www.doubledowninteractive.com,Cassino,4.109005,468104,1176,10.000.000+,10000000,34550285,1,0,BRL,0,1,"R$ 3,19 – R$ 1.399,99 por item",Classificação Livre,27 de abr. de 2012,1783304193,4.9.147,,Caça-níqueis de Las Vegas na sua mão em um dos melhores apps de cassino grátis.,https://play.google.com/store/apps/details?id=com.ddi&hl=pt&gl=br,19,47,24,normal,3537679,203168.04,725600.16,2358200.51,449872.1,3918240.84,2429309.32,alta,25,3.28,60.0,40.0,"SerpAPI, Firecrawl"
Jogos de Cassino,13,Billionaire Casino Slots 777,com.huuuge.casino.texas,Huuuge Games - Play Together,support@huuugegames.com,http://www.huuugegames.com/,Cassino,3.9419847,339864,2636,10.000.000+,10000000,28891517,1,0,BRL,1,1,"R$ 3,90 – R$ 5.249,99 por item",Classificação 18 anos,19 de out. de 2016,1784205551,12.07.27012,,Roda as slots e ganha! Slots e jogos de casino online,https://play.google.com/store/apps/details?id=com.huuuge.casino.texas&hl=pt&gl=br,19,48,14,normal,2935374,183687.91,656028.26,2132091.86,406737.52,3542552.63,2196382.63,alta,25,2.44,36.0,64.0,"SerpAPI, ScrapingBee"
