categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
"Busca: ""crypto""",37,KryptoGO - Web3 Social Payment,com.kryptogo.walletapp,KryptoGO,contact@kryptogo.com,https://kryptogo.com,Finanças,,,,10.000+,10000,12010,1,0,BRL,0,0,,Classificação Livre,28 de dez. de 2021,1780474906,3.95.0,,Uma plataforma completa que gerencia ativos digitais e identidade em mais de 100 blockchains,https://play.google.com/store/apps/details?id=com.kryptogo.walletapp&hl=pt&gl=br,100,27,39,pequeno/indie,790,0.0,0.0,0.0,0.0,0.0,0.0,baixa,0,0.0,0.0,0.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",28,Exodus: Wallet Cripto Bitcoin,exodusmovement.exodus,"Exodus Movement, Inc.",support@exodus.com,https://exodus.com/mobile,Finanças,4.6233335,132189,2059,5.000.000+,5000000,6218211,1,0,BRL,0,0,,Classificação Livre,6 de jun. de 2019,1785160862,26.6.24,,"Faça staking, mantenha ou troque BTC, ETH, SOL & centenas mais e guarde seus NFT",https://play.google.com/store/apps/details?id=exodusmovement.exodus&hl=pt&gl=br,19,65,39,crescendo,762827,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.48,60.0,32.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",31,Sweat Wallet-Carteira que paga,com.sweatwallet,The Sweat Foundation,support@sweateconomy.com,https://swe.at/,Finanças,4.6860647,920494,4185,10.000.000+,10000000,22885580,1,0,BRL,0,1,"R$ 54,99 – R$ 549,99 por item",Classificação Livre,30 de jul. de 2022,1784994021,166.2,,"Caminhe, ganhe cripto, cresça com Grow Jars e troque em várias blockchains.",https://play.google.com/store/apps/details?id=com.sweatwallet&hl=pt&gl=br,19,65,37,crescendo,2978471,797798.22,2849279.34,9260157.87,1766553.19,15386108.46,9539387.24,alta,25,4.08,76.0,16.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",19,CoinMarketCap: Criptomoedas,com.coinmarketcap.android,CoinMarketCap.com,accounts@coinmarketcap.com,https://coinmarketcap.com,Finanças,4.8402047,536430,3305,10.000.000+,10000000,20136226,1,0,BRL,1,1,"R$ 63,99 – R$ 1.199,99 por item",Classificação Livre,15 de abr. de 2019,1784815358,5.18.0,,"Carteira de Criptomoedas, Valor do Bitcoin e Notícias do mercado de Criptomoedas",https://play.google.com/store/apps/details?id=com.coinmarketcap.android&hl=pt&gl=br,19,65,37,crescendo,2605879,129907.22,463954.37,1507851.7,287651.71,2505353.59,1553319.23,alta,25,4.44,88.0,12.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",35,Tonkeeper — TON Wallet,com.ton_keeper,Ton Apps Limited,contact@tonkeeper.com,https://tonkeeper.com,Finanças,4.49,140096,131,10.000.000+,10000000,47304002,1,0,BRL,0,1,"R$ 25,99 – R$ 77,99 por item",Classificação Livre,5 de out. de 2021,1782888126,26.06.1,,Carteira Toncoin fácil e segura,https://play.google.com/store/apps/details?id=com.ton_keeper&hl=pt&gl=br,19,57,35,normal,5775760,265899.53,949641.19,3086333.85,588777.53,5128062.4,3179398.69,alta,25,3.32,52.0,32.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",8,KuCoin: Compre BTC e cripto,com.kubi.kucoin,Kugame Global Limited,support@kucoin.com,https://www.kucoin.com,Finanças,4.4314466,287309,1882,10.000.000+,10000000,23272402,1,0,BRL,1,0,,Classificação Livre,3 de mai. de 2018,1784795435,4.37.0,,"Negocie volatilidade com rapidez, alavancagem e liquidez na KuCoin Futures",https://play.google.com/store/apps/details?id=com.kubi.kucoin&hl=pt&gl=br,19,59,35,normal,2755501,3825.91,13663.98,44407.93,6558.71,73785.49,35417.03,alta,25,2.52,36.0,60.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",50,"Degen Wallet: DeFi, Web3 & NFT",degen.wallet,"Degen Forest, DAO LLC",degen@degenweb3.com,https://degenforest.com,Finanças,,,,5.000+,5000,7135,1,0,BRL,0,0,,Classificação Livre,22 de mai. de 2023,1760712973,1.132,,"Seu banco, sua criptografia, sua liberdade",https://play.google.com/store/apps/details?id=degen.wallet&hl=pt&gl=br,100,7,34,pequeno/indie,453,0.0,0.0,0.0,0.0,0.0,0.0,baixa,3,5.0,100.0,0.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",57,Gocrypto: Crypto Trading,academy.gocrypto.trading,Gocrypto: Crypto Trading & Investment Simulator,help@gocrypto.academy,https://gocrypto.academy,Negócios,4.3874755,213296,1871,10.000.000+,10000000,31070091,1,0,BRL,1,0,,Classificação 10 anos,17 de jun. de 2024,1785226015,1.3.7,,Domine a negociação de criptografia com simulações em tempo real e desafios emocionantes!,https://play.google.com/store/apps/details?id=academy.gocrypto.trading&hl=pt&gl=br,19,71,30,crescendo,3725555,4216.96,15060.56,48946.82,7229.07,81327.02,39036.97,alta,25,4.4,84.0,12.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",7,BTCC - Trade Bitcoin & Crypto,com.btcc.hy,BTCC.COM,support@btcc.com,https://www.btcc.com/en-US,Finanças,3.890244,17488,42,1.000.000+,1000000,2985866,1,0,BRL,0,0,,Classificação Livre,4 de ago. de 2020,1784198391,8.9.90,,"Bolsa de criptomoedas para negociações e investimentos | Negociações de BTC, ETH",https://play.google.com/store/apps/details?id=com.btcc.hy&hl=pt&gl=br,69,47,29,normal,321580,0.0,0.0,0.0,0.0,0.0,0.0,média,25,2.44,32.0,68.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",54,Gemini: Buy Bitcoin & Crypto,com.gemini.android.app,"Gemini Space Station, Inc.",support@gemini.com,https://www.gemini.com,Finanças,2.6633663,55070,106,1.000.000+,1000000,4285675,1,0,BRL,0,0,,Classificação Livre,10 de dez. de 2018,1785203516,26.727.0,,Security-focused crypto exchange,https://play.google.com/store/apps/details?id=com.gemini.android.app&hl=pt&gl=br,69,39,27,normal,469642,0.0,0.0,0.0,0.0,0.0,0.0,média,25,2.84,40.0,48.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",12,TradingView - Bolsa de valores,com.tradingview.tradingviewapp,TradingView Inc.,mobile-support@tradingview.com,https://www.tradingview.com,Finanças,4.867065,929152,7397,50.000.000+,50000000,58646052,1,0,BRL,1,1,"R$ 51,99 – R$ 4.349,00 por item",Classificação 14 anos,14 de nov. de 2018,1784638978,Varies with device,,"Gráficos de ações, forex, cripto e commodities com cotações em tempo real.",https://play.google.com/store/apps/details?id=com.tradingview.tradingviewapp&hl=pt&gl=br,0,45,27,gigante,7948929,121739.29,434783.19,1413045.37,269565.58,2347829.23,1455654.12,alta,25,4.48,80.0,8.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",52,Binance.US: Buy BTC & Crypto,com.binance.us,Binance.US,binanceusapp@binance.us,https://www.binance.us,Finanças,2.28,11532,32,1.000.000+,1000000,4328385,1,0,BRL,0,0,,Classificação Livre,23 de dez. de 2019,1784792062,3.42.0,,"Compre criptomoedas com taxas baixas em uma corretora confiável: Negocie BTC, ETH, XRP e muito mais.",https://play.google.com/store/apps/details?id=com.binance.us&hl=pt&gl=br,69,37,26,normal,474546,0.0,0.0,0.0,0.0,0.0,0.0,média,25,2.0,24.0,72.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",40,NC Wallet: cripto sem taxas,com.ncwallet,NCW Team,contactus@ncwallet.net,https://ncwallet.net,Finanças,3.4,17925,268,1.000.000+,1000000,2113746,1,0,BRL,0,0,,Classificação Livre,18 de out. de 2022,1784529025,4.149.0,,"Todas as criptomoedas em um só lugar: BTС, ETH, MATIC, SOL, USDT, USDC, BNB, etc",https://play.google.com/store/apps/details?id=com.ncwallet&hl=pt&gl=br,69,38,26,normal,223847,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.28,60.0,40.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",27,BingX: Compre Cripto e Ações,pro.bingbon.app,BINGX GROUP LIMITED,support@bingx.com,https://bingx.com,Finanças,4.7391305,81006,953,10.000.000+,10000000,10248176,1,0,BRL,0,0,,Classificação 18 anos,18 de mai. de 2019,1784628149,4.88.2,,"Negocie BTC, ETH, Ouro, Petróleo e Ações com Insights de IA",https://play.google.com/store/apps/details?id=pro.bingbon.app&hl=pt&gl=br,49,65,26,crescendo,1286561,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.4,84.0,12.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",41,TokenPocket: Crypto & Bitcoin,vip.mytokenpocket,TP Global Ltd,service@tokenpocket.pro,https://www.tokenpocket.pro/,Finanças,3.78,32247,137,5.000.000+,5000000,8928778,1,0,BRL,0,0,,Classificação Livre,29 de jun. de 2018,1784308806,2.23.0,,"Uma carteira multi-chain, swap BTC, ETH, BNB, TRX e muito mais. Aproveite DeFi, GameFi, Web3",https://play.google.com/store/apps/details?id=vip.mytokenpocket&hl=pt&gl=br,49,49,24,normal,1012608,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.16,76.0,16.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",60,Blockchain Wallet: Cripto,piuk.blockchain.android,Blockchain.com,wallet@blockchain.info,https://www.blockchain.com,Finanças,4.6380696,156878,3315,10.000.000+,10000000,17344243,1,0,BRL,0,0,,Classificação Livre,3 de fev. de 2013,1785221754,202607.4.0,,"Carteira cripto, exchange e preços de Bitcoin, Ethereum, Bitcoin Cash e Stellar",https://play.google.com/store/apps/details?id=piuk.blockchain.android&hl=pt&gl=br,19,65,19,crescendo,2229721,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.36,60.0,40.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",33,Bitget Wallet: cripto e BTC,com.bitkeep.wallet,Bitget Wallet,support@bitkeep.com,https://bitkeep.com,Finanças,4.603524,370747,915,10.000.000+,10000000,19021809,1,0,BRL,0,0,,Classificação Livre,11 de fev. de 2020,1784730172,9.55.0,,Carteira Web3 - cripto e DeFi,https://play.google.com/store/apps/details?id=com.bitkeep.wallet&hl=pt&gl=br,19,65,19,crescendo,2455451,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.0,76.0,24.0,"SerpAPI, Firecrawl"
